dup1	dup2	Ka	Ks	Ka_Ks	type	peak	peak_name
Zm00001eb193330	Zm00001eb373520	0.412302	1.36978	0.300998	SD	1	ZEAM
Zm00001eb022940	Zm00001eb391740	0.0847792	0.179689	0.471809	SD	1	ZEAM
Zm00001eb352150	Zm00001eb291010	0.469628	1.79335	0.261871	SD	1	ZEAM
Zm00001eb352150	Zm00001eb369010	0.512751	4.5516	0.112653	SD	1	ZEAM
Zm00001eb191700	Zm00001eb258470	0.0963679	0.236418	0.407616	SD	1	ZEAM
Zm00001eb211190	Zm00001eb063650	0.127532	0.250908	0.508283	SD	1	ZEAM
Zm00001eb330660	Zm00001eb111550	0.0998013	0.215271	0.463607	SD	1	ZEAM
Zm00001eb092180	Zm00001eb202130	0.106407	0.204995	0.519071	SD	1	ZEAM
Zm00001eb092180	Zm00001eb407240	0.540947	1.5752	0.343414	SD	1	ZEAM
Zm00001eb092180	Zm00001eb139520	0.504822	2.67014	0.189062	SD	1	ZEAM
Zm00001eb397920	Zm00001eb011960	0.092146	0.186495	0.494095	SD	1	ZEAM
Zm00001eb131620	Zm00001eb410380	0.391061	4.69659	0.0832649	SD	1	ZEAM
Zm00001eb211870	Zm00001eb062490	0.0807951	0.163402	0.494456	SD	1	ZEAM
Zm00001eb042420	Zm00001eb179020	0.0916666	0.184752	0.496161	SD	1	ZEAM
Zm00001eb044640	Zm00001eb220930	0.0649507	0.160201	0.405432	SD	1	ZEAM
Zm00001eb362080	Zm00001eb139650	0.121563	0.200327	0.606823	SD	1	ZEAM
Zm00001eb139520	Zm00001eb202130	0.487512	1.43381	0.340013	SD	1	ZEAM
Zm00001eb216870	Zm00001eb054040	0.267481	4.27533	0.0625639	SD	1	ZEAM
Zm00001eb403560	Zm00001eb002020	0.0615085	0.139388	0.441277	SD	1	ZEAM
Zm00001eb137290	Zm00001eb410220	0.0825631	0.113316	0.728608	SD	1	ZEAM
Zm00001eb351580	Zm00001eb368190	0.510235	1.49397	0.34153	SD	1	ZEAM
Zm00001eb351580	Zm00001eb148740	0.519309	1.53514	0.33828	SD	1	ZEAM
Zm00001eb306260	Zm00001eb096720	0.20737	0.439257	0.472092	SD	1	ZEAM
Zm00001eb337350	Zm00001eb121110	0.121172	0.148918	0.81368	SD	1	ZEAM
Zm00001eb129860	Zm00001eb332190	0.0655103	0.179582	0.364792	SD	1	ZEAM
Zm00001eb186130	Zm00001eb075380	0.504038	3.39652	0.148399	SD	1	ZEAM
Zm00001eb243020	Zm00001eb422090	0.62514	4.48026	0.139532	SD	1	ZEAM
Zm00001eb243020	Zm00001eb083570	0.305782	2.06836	0.147838	SD	1	ZEAM
Zm00001eb243360	Zm00001eb181860	0.171452	0.215805	0.794478	SD	1	ZEAM
Zm00001eb151300	Zm00001eb369770	0.171113	0.718346	0.238204	SD	1	ZEAM
Zm00001eb151300	Zm00001eb352780	0.34645	1.99458	0.173695	SD	1	ZEAM
Zm00001eb373110	Zm00001eb279190	0.438383	1.92588	0.227628	SD	1	ZEAM
Zm00001eb369010	Zm00001eb291010	0.145671	4.30512	0.0338366	SD	1	ZEAM
Zm00001eb315780	Zm00001eb033550	0.733649	2.02737	0.361872	SD	1	ZEAM
Zm00001eb378670	Zm00001eb269340	0.133045	0.120478	1.10431	SD	1	ZEAM
Zm00001eb197990	Zm00001eb113470	0.0757851	0.164654	0.460269	SD	1	ZEAM
Zm00001eb379420	Zm00001eb268580	0.100633	0.21214	0.474372	SD	1	ZEAM
Zm00001eb425310	Zm00001eb079010	0.16622	0.312836	0.53133300000000006	SD	1	ZEAM
Zm00001eb030390	Zm00001eb134970	0.0578138	0.626337	0.0923045	SD	1	ZEAM
Zm00001eb017310	Zm00001eb329690	0.194298	1.20226	0.161611	SD	1	ZEAM
Zm00001eb017310	Zm00001eb110720	0.567096	1.62867	0.348196	SD	1	ZEAM
Zm00001eb013000	Zm00001eb397250	0.0570176	0.113787	0.501089	SD	1	ZEAM
Zm00001eb013000	Zm00001eb148790	0.849142	4.65101	0.182571	SD	1	ZEAM
Zm00001eb069410	Zm00001eb431620	0.644058	3.0628	0.210284	SD	1	ZEAM
Zm00001eb398340	Zm00001eb011160	0.188896	0.324813	0.581552	SD	1	ZEAM
Zm00001eb373560	Zm00001eb193280	0.721504	1.69673	0.42523300000000003	SD	1	ZEAM
Zm00001eb373560	Zm00001eb256510	0.85431	1.9311	0.442395	SD	1	ZEAM
Zm00001eb397250	Zm00001eb148790	0.603578	4.62295	0.130561	SD	1	ZEAM
Zm00001eb042370	Zm00001eb098910	0.161136	1.1716	0.137536	SD	1	ZEAM
Zm00001eb227820	Zm00001eb272470	0.149118	0.200159	0.744998	SD	1	ZEAM
Zm00001eb016660	Zm00001eb394820	0.0773941	0.152884	0.506229	SD	1	ZEAM
Zm00001eb422090	Zm00001eb083570	0.250913	0.896321	0.279937	SD	1	ZEAM
Zm00001eb260420	Zm00001eb174160	0.089707	0.966108	0.092854	SD	1	ZEAM
Zm00001eb280380	Zm00001eb253500	0.488362	1.44061	0.338996	SD	1	ZEAM
Zm00001eb280380	Zm00001eb189940	0.411483	1.4442	0.284922	SD	1	ZEAM
Zm00001eb111550	Zm00001eb195280	0.832599	4.64968	0.179066	SD	1	ZEAM
Zm00001eb078170	Zm00001eb425970	0.0651003	0.126248	0.515654	SD	1	ZEAM
Zm00001eb078170	Zm00001eb184560	0.706574	2.04265	0.345911	SD	1	ZEAM
Zm00001eb078170	Zm00001eb246990	0.946661	1.6428	0.57625	SD	1	ZEAM
Zm00001eb425970	Zm00001eb184560	0.740241	2.27546	0.325315	SD	1	ZEAM
Zm00001eb425970	Zm00001eb246990	1.0308	1.58426	0.650651	SD	1	ZEAM
Zm00001eb268840	Zm00001eb209950	0.21899	2.09851	0.104355	SD	1	ZEAM
Zm00001eb044360	Zm00001eb220870	0.180255	0.539757	0.333955	SD	1	ZEAM
Zm00001eb368190	Zm00001eb148740	0.102265	0.207488	0.49287	SD	1	ZEAM
Zm00001eb278740	Zm00001eb373630	0.0619217	0.161634	0.383098	SD	1	ZEAM
Zm00001eb218730	Zm00001eb031670	0.125293	0.735061	0.170452	SD	1	ZEAM
Zm00001eb050660	Zm00001eb136060	0.117147	0.753291	0.155514	SD	1	ZEAM
Zm00001eb050660	Zm00001eb031670	0.123781	0.735065	0.168395	SD	1	ZEAM
Zm00001eb343930	Zm00001eb296100	0.0844708	0.15896	0.531398	SD	1	ZEAM
Zm00001eb343930	Zm00001eb157580	0.576704	1.06679	0.540596	SD	1	ZEAM
Zm00001eb343930	Zm00001eb359640	0.653036	1.16341	0.561311	SD	1	ZEAM
Zm00001eb281160	Zm00001eb381020	0.0839682	0.188039	0.446547	SD	1	ZEAM
Zm00001eb122860	Zm00001eb283150	0.132502	4.34857	0.0304702	SD	1	ZEAM
Zm00001eb224940	Zm00001eb025020	0.059243	0.152008	0.389736	SD	1	ZEAM
Zm00001eb033110	Zm00001eb134080	0.177369	0.357032	0.496787	SD	1	ZEAM
Zm00001eb385250	Zm00001eb205230	0.570099	1.65895	0.34365	SD	1	ZEAM
Zm00001eb238050	Zm00001eb204050	0.103389	0.282221	0.366342	SD	1	ZEAM
Zm00001eb238050	Zm00001eb382900	0.639747	2.11346	0.302701	SD	1	ZEAM
Zm00001eb296100	Zm00001eb157580	0.499983	1.0275	0.486601	SD	1	ZEAM
Zm00001eb296100	Zm00001eb359640	0.578368	1.09723	0.527115	SD	1	ZEAM
Zm00001eb000880	Zm00001eb043580	0.862316	4.4233	0.194949	SD	1	ZEAM
Zm00001eb327420	Zm00001eb109130	0.481421	0.601398	0.800504	SD	1	ZEAM
Zm00001eb327420	Zm00001eb019590	0.469952	1.49276	0.31482	SD	1	ZEAM
Zm00001eb021170	Zm00001eb404680	0.111222	0.179247	0.620497	SD	1	ZEAM
Zm00001eb329690	Zm00001eb110720	0.21821	0.267414	0.816	SD	1	ZEAM
Zm00001eb202800	Zm00001eb103810	0.272814	4.61625	0.0590986	SD	1	ZEAM
Zm00001eb431350	Zm00001eb070050	0.166045	0.756387	0.219524	SD	1	ZEAM
Zm00001eb431350	Zm00001eb171720	0.143003	4.76632	0.0300027	SD	1	ZEAM
Zm00001eb431350	Zm00001eb413140	0.160812	2.19495	0.0732646	SD	1	ZEAM
Zm00001eb428840	Zm00001eb250370	0.708822	1.45643	0.486683	SD	1	ZEAM
Zm00001eb084160	Zm00001eb242610	0.157238	1.4902	0.105514	SD	1	ZEAM
Zm00001eb219420	Zm00001eb049600	1.04014	2.43496	0.42717	SD	1	ZEAM
Zm00001eb007030	Zm00001eb401260	0.351329	0.715028	0.49135	SD	1	ZEAM
Zm00001eb337940	Zm00001eb120420	0.294718	1.51091	0.19506	SD	1	ZEAM
Zm00001eb157580	Zm00001eb359640	0.0767955	0.153981	0.498733	SD	1	ZEAM
Zm00001eb102840	Zm00001eb318590	0.422825	0.78058399999999994	0.541678	SD	1	ZEAM
Zm00001eb012880	Zm00001eb148720	0.407579	4.17931	0.0975229	SD	1	ZEAM
Zm00001eb369770	Zm00001eb352780	0.222501	1.55021	0.14353	SD	1	ZEAM
Zm00001eb265200	Zm00001eb354950	1.03707	3.92395	0.264292	SD	1	ZEAM
Zm00001eb197530	Zm00001eb083570	0.520058	3.16249	0.164446	SD	1	ZEAM
Zm00001eb318030	Zm00001eb037010	0.165464	1.33765	0.123697	SD	1	ZEAM
Zm00001eb014970	Zm00001eb395950	0.0796811	0.155135	0.513623	SD	1	ZEAM
Zm00001eb148790	Zm00001eb351610	0.221259	1.30487	0.169564	SD	1	ZEAM
Zm00001eb315400	Zm00001eb038400	1.00434	2.12977	0.471571	SD	1	ZEAM
Zm00001eb235400	Zm00001eb205540	0.0904392	0.200632	0.450771	SD	1	ZEAM
Zm00001eb070050	Zm00001eb413140	0.343047	3.59116	0.0955254	SD	1	ZEAM
Zm00001eb095660	Zm00001eb307320	0.151045	0.618906	0.244052	SD	1	ZEAM
Zm00001eb188050	Zm00001eb251590	0.528089	0.413428	1.27734	SD	1	ZEAM
Zm00001eb297070	Zm00001eb344700	0.0846157	0.180949	0.467622	SD	1	ZEAM
Zm00001eb048000	Zm00001eb223050	0.37533300000000003	2.56994	0.146047	SD	1	ZEAM
Zm00001eb360910	Zm00001eb155750	0.627368	1.49353	0.420056	SD	1	ZEAM
Zm00001eb382900	Zm00001eb204050	0.576183	1.58735	0.362984	SD	1	ZEAM
Zm00001eb257160	Zm00001eb374080	0.27039	1.4874	0.181788	SD	1	ZEAM
Zm00001eb257160	Zm00001eb278480	0.271178	2.30765	0.117513	SD	1	ZEAM
Zm00001eb430810	Zm00001eb413730	0.162041	1.81596	0.0892318	SD	1	ZEAM
Zm00001eb040940	Zm00001eb177020	0.153365	0.324601	0.472472	SD	1	ZEAM
Zm00001eb040940	Zm00001eb257510	0.412728	4.4507	0.0927333	SD	1	ZEAM
Zm00001eb069460	Zm00001eb431610	0.31483	1.31982	0.23854	SD	1	ZEAM
Zm00001eb392710	Zm00001eb019250	0.0968452	0.212575	0.455581	SD	1	ZEAM
Zm00001eb392710	Zm00001eb327640	0.436182	1.54739	0.281882	SD	1	ZEAM
Zm00001eb251630	Zm00001eb188160	0.0689089	0.139961	0.492345	SD	1	ZEAM
Zm00001eb364230	Zm00001eb085350	0.949997	4.59188	0.206886	SD	1	ZEAM
Zm00001eb364470	Zm00001eb085760	0.411132	3.0742	0.133736	SD	1	ZEAM
Zm00001eb227150	Zm00001eb232100	0.259243	2.00157	0.12952	SD	1	ZEAM
Zm00001eb368270	Zm00001eb148860	0.81604	1.49312	0.546533	SD	1	ZEAM
Zm00001eb355080	Zm00001eb265290	0.129475	0.634478	0.204065	SD	1	ZEAM
Zm00001eb143240	Zm00001eb085760	0.401668	2.18186	0.184094	SD	1	ZEAM
Zm00001eb300880	Zm00001eb060390	0.274364	4.36952	0.0627905	SD	1	ZEAM
Zm00001eb406310	Zm00001eb163960	0.0611108	0.172533	0.354197	SD	1	ZEAM
Zm00001eb325590	Zm00001eb107730	0.778893	1.7781	0.438048	SD	1	ZEAM
Zm00001eb037420	Zm00001eb198460	0.0679785	0.191023	0.355866	SD	1	ZEAM
Zm00001eb137900	Zm00001eb264470	0.0562021	0.198469	0.283179	SD	1	ZEAM
Zm00001eb051370	Zm00001eb219020	0.680083	0.828443	0.820917	SD	1	ZEAM
Zm00001eb148290	Zm00001eb012280	0.692166	4.64088	0.149145	SD	1	ZEAM
Zm00001eb148290	Zm00001eb397720	0.68352	4.61217	0.148199	SD	1	ZEAM
Zm00001eb181960	Zm00001eb243450	0.17482	0.197608	0.884685	SD	1	ZEAM
Zm00001eb322310	Zm00001eb105670	0.128407	0.327172	0.392477	SD	1	ZEAM
Zm00001eb035390	Zm00001eb174530	0.12	0.236185	0.508078	SD	1	ZEAM
Zm00001eb139410	Zm00001eb202450	0.381122	1.32374	0.287914	SD	1	ZEAM
Zm00001eb163960	Zm00001eb195220	0.117943	0.343692	0.343164	SD	1	ZEAM
Zm00001eb152050	Zm00001eb292520	0.225877	1.78967	0.126212	SD	1	ZEAM
Zm00001eb082760	Zm00001eb422560	0.164834	0.229801	0.717289	SD	1	ZEAM
Zm00001eb070910	Zm00001eb413730	0.122701	1.16343	0.105465	SD	1	ZEAM
Zm00001eb258520	Zm00001eb191650	0.104404	0.507663	0.205656	SD	1	ZEAM
Zm00001eb413140	Zm00001eb171720	0.0651185	0.826661	0.0787729	SD	1	ZEAM
Zm00001eb162370	Zm00001eb356610	0.0839024	0.176586	0.475136	SD	1	ZEAM
Zm00001eb327640	Zm00001eb019250	0.398165	2.44509	0.162843	SD	1	ZEAM
Zm00001eb185690	Zm00001eb248440	0.0800464	0.235595	0.339763	SD	1	ZEAM
Zm00001eb185690	Zm00001eb075850	0.280712	1.10062	0.255049	SD	1	ZEAM
Zm00001eb185690	Zm00001eb427140	0.368046	1.24449	0.295741	SD	1	ZEAM
Zm00001eb358420	Zm00001eb159570	0.0775599	0.177004	0.438181	SD	1	ZEAM
Zm00001eb358420	Zm00001eb344970	0.693187	1.6983	0.408166	SD	1	ZEAM
Zm00001eb174640	Zm00001eb035710	0.0620535	0.216298	0.286889	SD	1	ZEAM
Zm00001eb315880	Zm00001eb199230	0.0890118	1.71765	0.0518218	SD	1	ZEAM
Zm00001eb055750	Zm00001eb215790	0.0694405	0.147326	0.47134	SD	1	ZEAM
Zm00001eb159570	Zm00001eb344970	0.635953	1.55907	0.407906	SD	1	ZEAM
Zm00001eb016160	Zm00001eb330610	0.127406	2.55364	0.049892	SD	1	ZEAM
Zm00001eb208140	Zm00001eb227150	0.400638	1.58857	0.252201	SD	1	ZEAM
Zm00001eb184560	Zm00001eb246990	0.42365	0.64161	0.660293	SD	1	ZEAM
Zm00001eb064410	Zm00001eb210840	0.196838	0.25494	0.772095	SD	1	ZEAM
Zm00001eb329740	Zm00001eb017280	0.413251	2.18678	0.188976	SD	1	ZEAM
Zm00001eb329740	Zm00001eb394480	0.297869	2.12426	0.140222	SD	1	ZEAM
Zm00001eb316620	Zm00001eb034840	0.518828	1.23963	0.418536	SD	1	ZEAM
Zm00001eb243060	Zm00001eb083520	0.187733	1.11287	0.168692	SD	1	ZEAM
Zm00001eb429280	Zm00001eb249930	0.2784	4.36354	0.0638014	SD	1	ZEAM
Zm00001eb429280	Zm00001eb074290	0.915944	4.35166	0.210481	SD	1	ZEAM
Zm00001eb209970	Zm00001eb229340	0.077918	0.253745	0.307073	SD	1	ZEAM
Zm00001eb209970	Zm00001eb269160	0.172038	1.57864	0.108979	SD	1	ZEAM
Zm00001eb360180	Zm00001eb157010	0.0580344	0.158407	0.366363	SD	1	ZEAM
Zm00001eb041980	Zm00001eb179160	0.0597873	0.163478	0.36572	SD	1	ZEAM
Zm00001eb199730	Zm00001eb034650	0.190469	0.905557	0.210334	SD	1	ZEAM
Zm00001eb102610	Zm00001eb318210	0.0637395	0.19565	0.325783	SD	1	ZEAM
Zm00001eb429200	Zm00001eb073990	0.108313	0.254387	0.425782	SD	1	ZEAM
Zm00001eb429200	Zm00001eb250180	0.402843	1.42814	0.282076	SD	1	ZEAM
Zm00001eb256960	Zm00001eb193100	0.170927	1.84898	0.0924439	SD	1	ZEAM
Zm00001eb256960	Zm00001eb314120	0.552324	4.42698	0.124763	SD	1	ZEAM
Zm00001eb374240	Zm00001eb192750	0.274358	4.07571	0.0673153	SD	1	ZEAM
Zm00001eb427140	Zm00001eb075850	0.115418	0.217484	0.530694	SD	1	ZEAM
Zm00001eb427140	Zm00001eb248440	0.400078	1.16924	0.34216800000000003	SD	1	ZEAM
Zm00001eb233540	Zm00001eb206880	0.0574556	0.155065	0.370527	SD	1	ZEAM
Zm00001eb233540	Zm00001eb389210	0.203949	0.944356	0.215966	SD	1	ZEAM
Zm00001eb233540	Zm00001eb274700	0.234003	1.03704	0.225645	SD	1	ZEAM
Zm00001eb066110	Zm00001eb433820	0.0689536	0.271705	0.253781	SD	1	ZEAM
Zm00001eb427630	Zm00001eb075250	0.621447	2.06445	0.301024	SD	1	ZEAM
Zm00001eb427630	Zm00001eb248900	1.03113	5.0784	0.203043	SD	1	ZEAM
Zm00001eb427630	Zm00001eb186200	1.04353	4.40022	0.237155	SD	1	ZEAM
Zm00001eb073990	Zm00001eb250180	0.484907	1.62326	0.298724	SD	1	ZEAM
Zm00001eb075850	Zm00001eb248440	0.258958	0.982625	0.263537	SD	1	ZEAM
Zm00001eb247110	Zm00001eb426080	1.04022	1.81181	0.574133	SD	1	ZEAM
Zm00001eb043580	Zm00001eb220250	0.110693	0.424881	0.260526	SD	1	ZEAM
Zm00001eb325470	Zm00001eb107610	0.0836882	0.292013	0.28659	SD	1	ZEAM
Zm00001eb225720	Zm00001eb207720	0.934625	4.4425	0.210382	SD	1	ZEAM
Zm00001eb302800	Zm00001eb212640	0.103477	0.955572	0.108289	SD	1	ZEAM
Zm00001eb389210	Zm00001eb274700	0.073795	0.137139	0.53810500000000006	SD	1	ZEAM
Zm00001eb419690	Zm00001eb087930	0.128513	0.163051	0.788181	SD	1	ZEAM
Zm00001eb269310	Zm00001eb378690	0.111136	0.220875	0.503161	SD	1	ZEAM
Zm00001eb407660	Zm00001eb202450	0.430972	2.60346	0.165538	SD	1	ZEAM
Zm00001eb206880	Zm00001eb274700	0.233189	1.48428	0.157107	SD	1	ZEAM
Zm00001eb040700	Zm00001eb313820	0.165653	1.20791	0.13714	SD	1	ZEAM
Zm00001eb116310	Zm00001eb212640	0.105339	1.30851	0.080503	SD	1	ZEAM
Zm00001eb315710	Zm00001eb101250	0.143123	0.358756	0.398944	SD	1	ZEAM
Zm00001eb272780	Zm00001eb231880	0.596863	1.37997	0.432519	SD	1	ZEAM
Zm00001eb189420	Zm00001eb252930	0.152587	0.183382	0.832075	SD	1	ZEAM
Zm00001eb371190	Zm00001eb293660	0.688691	4.50032	0.153032	SD	1	ZEAM
Zm00001eb110730	Zm00001eb017280	0.360882	2.44349	0.147691	SD	1	ZEAM
Zm00001eb110730	Zm00001eb394480	0.292964	2.02838	0.144433	SD	1	ZEAM
Zm00001eb348590	Zm00001eb366650	0.527462	4.42161	0.119292	SD	1	ZEAM
Zm00001eb075250	Zm00001eb248900	0.735876	4.35259	0.169066	SD	1	ZEAM
Zm00001eb075250	Zm00001eb186200	0.766919	4.38436	0.174921	SD	1	ZEAM
Zm00001eb084600	Zm00001eb421580	0.320899	2.25207	0.142491	SD	1	ZEAM
Zm00001eb321870	Zm00001eb105360	0.104241	0.196579	0.530275	SD	1	ZEAM
Zm00001eb252120	Zm00001eb382320	0.315838	1.60341	0.196979	SD	1	ZEAM
Zm00001eb135750	Zm00001eb050860	0.695576	1.94561	0.357511	SD	1	ZEAM
Zm00001eb173380	Zm00001eb261520	0.123114	0.302628	0.406815	SD	1	ZEAM
Zm00001eb059840	Zm00001eb299950	0.571481	1.18068	0.484028	SD	1	ZEAM
Zm00001eb103410	Zm00001eb319520	0.0577457	0.361875	0.159574	SD	1	ZEAM
Zm00001eb247540	Zm00001eb077310	0.539237	4.42853	0.121764	SD	1	ZEAM
Zm00001eb314920	Zm00001eb100810	0.116104	0.30846	0.376398	SD	1	ZEAM
Zm00001eb340640	Zm00001eb131090	0.195831	1.11756	0.175231	SD	1	ZEAM
Zm00001eb355580	Zm00001eb266320	0.0680283	0.25845	0.263216	SD	1	ZEAM
Zm00001eb150160	Zm00001eb291310	0.330181	1.68214	0.196286	SD	1	ZEAM
Zm00001eb150160	Zm00001eb352310	0.303426	2.37643	0.127682	SD	1	ZEAM
Zm00001eb079940	Zm00001eb424740	0.170057	0.266472	0.63818	SD	1	ZEAM
Zm00001eb348840	Zm00001eb288580	0.234513	0.979507	0.23942	SD	1	ZEAM
Zm00001eb429900	Zm00001eb072310	0.124722	0.215816	0.577908	SD	1	ZEAM
Zm00001eb061880	Zm00001eb303190	0.113141	3.00632	0.0376342	SD	1	ZEAM
Zm00001eb102800	Zm00001eb318630	0.20709	0.601388	0.344353	SD	1	ZEAM
Zm00001eb102800	Zm00001eb037300	0.267365	1.33098	0.200879	SD	1	ZEAM
Zm00001eb148720	Zm00001eb368160	0.0778327	0.774756	0.100461	SD	1	ZEAM
Zm00001eb345060	Zm00001eb358210	0.273241	1.03148	0.264901	SD	1	ZEAM
Zm00001eb295010	Zm00001eb342970	0.260208	0.337953	0.769955	SD	1	ZEAM
Zm00001eb246700	Zm00001eb078520	0.143899	1.37637	0.104549	SD	1	ZEAM
Zm00001eb302670	Zm00001eb116420	0.0999136	0.254373	0.392783	SD	1	ZEAM
Zm00001eb302670	Zm00001eb061290	0.673112	1.73677	0.387565	SD	1	ZEAM
Zm00001eb275550	Zm00001eb234920	0.327123	1.45853	0.224283	SD	1	ZEAM
Zm00001eb000920	Zm00001eb043420	0.1997	1.14597	0.174263	SD	1	ZEAM
Zm00001eb251350	Zm00001eb430050	0.239269	4.28219	0.0558753	SD	1	ZEAM
Zm00001eb019590	Zm00001eb109130	0.239544	0.733659	0.326506	SD	1	ZEAM
Zm00001eb405150	Zm00001eb163440	0.203622	1.61104	0.126392	SD	1	ZEAM
Zm00001eb058410	Zm00001eb214220	0.0769237	0.129901	0.592172	SD	1	ZEAM
Zm00001eb365010	Zm00001eb143670	0.130507	0.213122	0.612355	SD	1	ZEAM
Zm00001eb322350	Zm00001eb105690	0.121076	0.226852	0.533724	SD	1	ZEAM
Zm00001eb288330	Zm00001eb145500	0.734883	1.60824	0.45695	SD	1	ZEAM
Zm00001eb245640	Zm00001eb183390	0.0581648	0.178004	0.326761	SD	1	ZEAM
Zm00001eb245640	Zm00001eb424720	0.222703	1.88703	0.118018	SD	1	ZEAM
Zm00001eb085570	Zm00001eb421010	0.0732835	0.231514	0.31654	SD	1	ZEAM
Zm00001eb035540	Zm00001eb174570	0.133505	0.615139	0.217033	SD	1	ZEAM
Zm00001eb029530	Zm00001eb400210	0.309043	4.5367	0.0681208	SD	1	ZEAM
Zm00001eb156740	Zm00001eb360390	0.504763	0.566533	0.890968	SD	1	ZEAM
Zm00001eb185290	Zm00001eb247720	0.411462	0.803541	0.512062	SD	1	ZEAM
Zm00001eb233880	Zm00001eb389050	0.242795	2.11892	0.114584	SD	1	ZEAM
Zm00001eb335110	Zm00001eb125430	0.44816	1.30345	0.343827	SD	1	ZEAM
Zm00001eb038540	Zm00001eb175610	0.0840356	0.22573	0.372284	SD	1	ZEAM
Zm00001eb162250	Zm00001eb356690	0.100671	0.124023	0.811714	SD	1	ZEAM
Zm00001eb018610	Zm00001eb392330	0.0924511	0.162741	0.568087	SD	1	ZEAM
Zm00001eb018610	Zm00001eb327960	0.981567	2.71477	0.361565	SD	1	ZEAM
Zm00001eb253230	Zm00001eb316070	0.379608	4.59678	0.0825813	SD	1	ZEAM
Zm00001eb012350	Zm00001eb062680	0.722177	4.21113	0.171493	SD	1	ZEAM
Zm00001eb105840	Zm00001eb322540	0.185879	0.220665	0.842358	SD	1	ZEAM
Zm00001eb251290	Zm00001eb187750	0.346609	0.472439	0.733658	SD	1	ZEAM
Zm00001eb207870	Zm00001eb232500	0.349248	4.64647	0.0751641	SD	1	ZEAM
Zm00001eb201440	Zm00001eb408320	0.664212	4.58521	0.14486	SD	1	ZEAM
Zm00001eb017280	Zm00001eb394480	0.444442	1.44672	0.307206	SD	1	ZEAM
Zm00001eb150680	Zm00001eb369480	0.179306	0.389628	0.460199	SD	1	ZEAM
Zm00001eb149270	Zm00001eb351960	0.192071	0.702674	0.273343	SD	1	ZEAM
Zm00001eb399030	Zm00001eb010280	0.0850651	0.206602	0.411734	SD	1	ZEAM
Zm00001eb084450	Zm00001eb242380	0.147612	0.98033	0.150574	SD	1	ZEAM
Zm00001eb006270	Zm00001eb401630	0.0644908	0.149289	0.431988	SD	1	ZEAM
Zm00001eb006270	Zm00001eb327580	0.421671	2.7067	0.155788	SD	1	ZEAM
Zm00001eb295830	Zm00001eb157270	0.460247	0.893655	0.515017	SD	1	ZEAM
Zm00001eb205200	Zm00001eb385210	0.121919	4.20263	0.0290102	SD	1	ZEAM
Zm00001eb330730	Zm00001eb111590	0.781974	0.965641	0.809798	SD	1	ZEAM
Zm00001eb246000	Zm00001eb183690	0.561906	4.14278	0.135635	SD	1	ZEAM
Zm00001eb246000	Zm00001eb079670	0.743844	4.20759	0.176786	SD	1	ZEAM
Zm00001eb421150	Zm00001eb180900	0.360805	2.43342	0.14827099999999999	SD	1	ZEAM
Zm00001eb345410	Zm00001eb297240	0.188789	0.351636	0.536888	SD	1	ZEAM
Zm00001eb327960	Zm00001eb392330	0.972795	2.49135	0.39047	SD	1	ZEAM
Zm00001eb282080	Zm00001eb336280	0.598872	1.39132	0.430433	SD	1	ZEAM
Zm00001eb185240	Zm00001eb247650	0.272528	4.29157	0.0635032	SD	1	ZEAM
Zm00001eb185240	Zm00001eb077220	0.274886	4.24632	0.0647352	SD	1	ZEAM
Zm00001eb279740	Zm00001eb194550	0.252843	1.14906	0.220043	SD	1	ZEAM
Zm00001eb279740	Zm00001eb254490	0.28692	1.20477	0.238153	SD	1	ZEAM
Zm00001eb190030	Zm00001eb367360	0.214799	0.261683	0.820839	SD	1	ZEAM
Zm00001eb397700	Zm00001eb012310	0.106844	0.202439	0.527785	SD	1	ZEAM
Zm00001eb367740	Zm00001eb289500	0.15529	1.36489	0.113775	SD	1	ZEAM
Zm00001eb344950	Zm00001eb358430	0.119078	1.63791	0.0727012	SD	1	ZEAM
Zm00001eb193280	Zm00001eb256510	0.158511	0.354639	0.446966	SD	1	ZEAM
Zm00001eb335890	Zm00001eb124370	0.240249	0.461905	0.520126	SD	1	ZEAM
Zm00001eb360620	Zm00001eb156250	0.526191	4.18826	0.125635	SD	1	ZEAM
Zm00001eb360620	Zm00001eb342890	0.672075	4.13575	0.162504	SD	1	ZEAM
Zm00001eb360620	Zm00001eb294910	0.590989	4.29626	0.137559	SD	1	ZEAM
Zm00001eb255460	Zm00001eb279320	0.227411	1.77997	0.127761	SD	1	ZEAM
Zm00001eb373520	Zm00001eb278870	0.304577	1.68202	0.181078	SD	1	ZEAM
Zm00001eb373520	Zm00001eb256420	0.456084	4.38079	0.10411	SD	1	ZEAM
Zm00001eb238620	Zm00001eb204540	0.0610115	0.209327	0.291464	SD	1	ZEAM
Zm00001eb193930	Zm00001eb279320	0.2403	1.52256	0.157827	SD	1	ZEAM
Zm00001eb228090	Zm00001eb272300	0.578263	0.911025	0.634739	SD	1	ZEAM
Zm00001eb431890	Zm00001eb068950	0.143506	0.624729	0.229709	SD	1	ZEAM
Zm00001eb203470	Zm00001eb237380	0.201414	0.672373	0.299557	SD	1	ZEAM
Zm00001eb248990	Zm00001eb427720	0.234006	4.3934	0.0532631	SD	1	ZEAM
Zm00001eb248990	Zm00001eb075200	0.288091	4.58848	0.0627858	SD	1	ZEAM
