gene	type
Zm00001eb238340	SD
Zm00001eb107170	SD
Zm00001eb373990	SD
Zm00001eb289630	SD
Zm00001eb179530	SD
Zm00001eb369800	SD
Zm00001eb038920	SD
Zm00001eb358580	SD
Zm00001eb111640	SD
Zm00001eb116420	SD
Zm00001eb011080	SD
Zm00001eb099640	SD
Zm00001eb382660	SD
Zm00001eb112600	SD
Zm00001eb183460	SD
Zm00001eb292010	SD
Zm00001eb193850	SD
Zm00001eb179320	SD
Zm00001eb399910	SD
Zm00001eb415730	SD
Zm00001eb335590	SD
Zm00001eb348150	SD
Zm00001eb383780	SD
Zm00001eb068540	SD
Zm00001eb137200	SD
Zm00001eb229930	SD
Zm00001eb242230	SD
Zm00001eb022280	SD
Zm00001eb351930	SD
Zm00001eb350460	SD
Zm00001eb236320	SD
Zm00001eb157010	SD
Zm00001eb078040	SD
Zm00001eb106380	SD
Zm00001eb389670	SD
Zm00001eb063690	SD
Zm00001eb194110	SD
Zm00001eb296810	SD
Zm00001eb233370	SD
Zm00001eb401100	SD
Zm00001eb212660	SD
Zm00001eb147740	SD
Zm00001eb432770	SD
Zm00001eb361150	SD
Zm00001eb096850	SD
Zm00001eb048230	SD
Zm00001eb189150	SD
Zm00001eb037260	SD
Zm00001eb162360	SD
Zm00001eb023710	SD
Zm00001eb206560	SD
Zm00001eb299300	SD
Zm00001eb048850	SD
Zm00001eb417950	SD
Zm00001eb399580	SD
Zm00001eb154830	SD
Zm00001eb259310	SD
Zm00001eb158490	SD
Zm00001eb405630	SD
Zm00001eb212300	SD
Zm00001eb397600	SD
Zm00001eb349080	SD
Zm00001eb213930	SD
Zm00001eb081930	SD
Zm00001eb182380	SD
Zm00001eb025860	SD
Zm00001eb171090	SD
Zm00001eb051900	SD
Zm00001eb205780	SD
Zm00001eb146270	SD
Zm00001eb410600	SD
Zm00001eb216260	SD
Zm00001eb349530	SD
Zm00001eb101380	SD
Zm00001eb328720	SD
Zm00001eb378050	SD
Zm00001eb155640	SD
Zm00001eb348740	SD
Zm00001eb214870	SD
Zm00001eb106410	SD
Zm00001eb029200	SD
Zm00001eb351340	SD
Zm00001eb301310	SD
Zm00001eb330810	SD
Zm00001eb148420	SD
Zm00001eb221970	SD
Zm00001eb187980	SD
Zm00001eb187150	SD
Zm00001eb273850	SD
Zm00001eb015440	SD
Zm00001eb023010	SD
Zm00001eb072220	SD
Zm00001eb103700	SD
Zm00001eb171410	SD
Zm00001eb159560	SD
Zm00001eb251490	SD
Zm00001eb035050	SD
Zm00001eb235810	SD
Zm00001eb374210	SD
Zm00001eb049840	SD
Zm00001eb219190	SD
Zm00001eb217090	SD
Zm00001eb380430	SD
Zm00001eb006860	SD
Zm00001eb058850	SD
Zm00001eb275380	SD
Zm00001eb395480	SD
Zm00001eb244240	SD
Zm00001eb332130	SD
Zm00001eb359410	SD
Zm00001eb428660	SD
Zm00001eb328470	SD
Zm00001eb196510	SD
Zm00001eb030260	SD
Zm00001eb035820	SD
Zm00001eb366250	SD
Zm00001eb093160	SD
Zm00001eb124690	SD
Zm00001eb323940	SD
Zm00001eb251990	SD
Zm00001eb021820	SD
Zm00001eb338800	SD
Zm00001eb386990	SD
Zm00001eb012390	SD
Zm00001eb314040	SD
Zm00001eb180890	SD
Zm00001eb399560	SD
Zm00001eb108060	SD
Zm00001eb318880	SD
Zm00001eb332400	SD
Zm00001eb130690	SD
Zm00001eb275220	SD
Zm00001eb374600	SD
Zm00001eb149650	SD
Zm00001eb300970	SD
Zm00001eb372330	SD
Zm00001eb108320	SD
Zm00001eb368950	SD
Zm00001eb427110	SD
Zm00001eb183280	SD
Zm00001eb166100	SD
Zm00001eb226260	SD
Zm00001eb330760	SD
Zm00001eb293190	SD
Zm00001eb101010	SD
Zm00001eb280280	SD
Zm00001eb201110	SD
Zm00001eb121470	SD
Zm00001eb369120	SD
Zm00001eb248060	SD
Zm00001eb052860	SD
Zm00001eb315420	SD
Zm00001eb218400	SD
Zm00001eb015890	SD
Zm00001eb015970	SD
Zm00001eb054170	SD
Zm00001eb370850	SD
Zm00001eb397650	SD
Zm00001eb145810	SD
Zm00001eb122920	SD
Zm00001eb352750	SD
Zm00001eb061350	SD
Zm00001eb238000	SD
Zm00001eb330700	SD
Zm00001eb034980	SD
Zm00001eb211690	SD
Zm00001eb413550	SD
Zm00001eb425300	SD
Zm00001eb326360	SD
Zm00001eb081510	SD
Zm00001eb002460	SD
Zm00001eb191680	SD
Zm00001eb401390	SD
Zm00001eb193590	SD
Zm00001eb321770	SD
Zm00001eb103490	SD
Zm00001eb040510	SD
Zm00001eb182980	SD
Zm00001eb163730	SD
Zm00001eb273260	SD
Zm00001eb172540	SD
Zm00001eb083790	SD
Zm00001eb020850	SD
Zm00001eb054480	SD
Zm00001eb099940	SD
Zm00001eb318070	SD
Zm00001eb244890	SD
Zm00001eb431220	SD
Zm00001eb395120	SD
Zm00001eb395280	SD
Zm00001eb013980	SD
Zm00001eb241900	SD
Zm00001eb040120	SD
Zm00001eb136280	SD
Zm00001eb280250	SD
Zm00001eb186340	SD
Zm00001eb226400	SD
Zm00001eb131170	SD
Zm00001eb043750	SD
Zm00001eb386390	SD
Zm00001eb068270	SD
Zm00001eb016020	SD
Zm00001eb422680	SD
Zm00001eb231460	SD
Zm00001eb244860	SD
Zm00001eb175850	SD
Zm00001eb206940	SD
Zm00001eb294580	SD
Zm00001eb199460	SD
Zm00001eb080920	SD
Zm00001eb001150	SD
Zm00001eb302300	SD
Zm00001eb340330	SD
Zm00001eb400640	SD
Zm00001eb075920	SD
Zm00001eb093970	SD
Zm00001eb428430	SD
Zm00001eb434590	SD
Zm00001eb182940	SD
Zm00001eb227950	SD
Zm00001eb431730	SD
Zm00001eb102560	SD
Zm00001eb226930	SD
Zm00001eb073130	SD
Zm00001eb400180	SD
Zm00001eb269610	SD
Zm00001eb372410	SD
Zm00001eb395290	SD
Zm00001eb290300	SD
Zm00001eb182070	SD
Zm00001eb149330	SD
Zm00001eb156080	SD
Zm00001eb043120	SD
Zm00001eb332580	SD
Zm00001eb158100	SD
Zm00001eb233450	SD
Zm00001eb001770	SD
Zm00001eb225920	SD
Zm00001eb288670	SD
Zm00001eb434100	SD
Zm00001eb131900	SD
Zm00001eb342620	SD
Zm00001eb048340	SD
Zm00001eb108370	SD
Zm00001eb326730	SD
Zm00001eb252630	SD
Zm00001eb399570	SD
Zm00001eb047040	SD
Zm00001eb253080	SD
Zm00001eb151740	SD
Zm00001eb130080	SD
Zm00001eb287870	SD
Zm00001eb098450	SD
Zm00001eb280060	SD
Zm00001eb221850	SD
Zm00001eb395190	SD
Zm00001eb233770	SD
Zm00001eb119000	SD
Zm00001eb046170	SD
Zm00001eb380200	SD
Zm00001eb191190	SD
Zm00001eb429330	SD
Zm00001eb228690	SD
Zm00001eb314840	SD
Zm00001eb421310	SD
Zm00001eb366390	SD
Zm00001eb162400	SD
Zm00001eb306940	SD
Zm00001eb108330	SD
Zm00001eb219500	SD
Zm00001eb370470	SD
Zm00001eb358890	SD
Zm00001eb325760	SD
Zm00001eb211360	SD
Zm00001eb337930	SD
Zm00001eb200990	SD
Zm00001eb058300	SD
Zm00001eb078000	SD
Zm00001eb060800	SD
Zm00001eb212950	SD
Zm00001eb229610	SD
Zm00001eb254080	SD
Zm00001eb003170	SD
Zm00001eb332690	SD
Zm00001eb055030	SD
Zm00001eb231290	SD
Zm00001eb013650	SD
Zm00001eb392270	SD
Zm00001eb245910	SD
Zm00001eb031600	SD
Zm00001eb000820	SD
Zm00001eb343960	SD
Zm00001eb091740	SD
Zm00001eb125700	SD
Zm00001eb250330	SD
Zm00001eb331530	SD
Zm00001eb193840	SD
Zm00001eb046350	SD
Zm00001eb344260	SD
Zm00001eb366470	SD
Zm00001eb295320	SD
Zm00001eb162070	SD
Zm00001eb218690	SD
Zm00001eb060110	SD
Zm00001eb405460	SD
Zm00001eb279850	SD
Zm00001eb033960	SD
Zm00001eb406990	SD
Zm00001eb031270	SD
Zm00001eb301060	SD
Zm00001eb078100	SD
Zm00001eb408220	SD
Zm00001eb255830	SD
Zm00001eb055020	SD
Zm00001eb202370	SD
Zm00001eb152320	SD
Zm00001eb371500	SD
Zm00001eb393840	SD
Zm00001eb070860	SD
Zm00001eb003650	SD
Zm00001eb015910	SD
Zm00001eb094180	SD
Zm00001eb106840	SD
Zm00001eb410060	SD
Zm00001eb199300	SD
Zm00001eb297200	SD
Zm00001eb122210	SD
Zm00001eb050630	SD
Zm00001eb199840	SD
Zm00001eb327690	SD
Zm00001eb034970	SD
Zm00001eb353340	SD
Zm00001eb413740	SD
Zm00001eb076780	SD
Zm00001eb331430	SD
Zm00001eb252170	SD
Zm00001eb062520	SD
Zm00001eb296690	SD
Zm00001eb348110	SD
Zm00001eb029570	SD
Zm00001eb289220	SD
Zm00001eb372180	SD
Zm00001eb218680	SD
Zm00001eb046610	SD
Zm00001eb014680	SD
Zm00001eb082160	SD
Zm00001eb265040	SD
Zm00001eb011480	SD
Zm00001eb380130	SD
Zm00001eb347860	SD
Zm00001eb073500	SD
Zm00001eb081260	SD
Zm00001eb147720	SD
Zm00001eb394250	SD
Zm00001eb031930	SD
Zm00001eb243810	SD
Zm00001eb428940	SD
Zm00001eb006610	SD
Zm00001eb193660	SD
Zm00001eb318620	SD
Zm00001eb161660	SD
Zm00001eb421950	SD
Zm00001eb224950	SD
Zm00001eb338370	SD
Zm00001eb036710	SD
Zm00001eb193690	SD
Zm00001eb315760	SD
Zm00001eb006920	SD
Zm00001eb312100	SD
Zm00001eb111680	SD
Zm00001eb321250	SD
Zm00001eb106420	SD
Zm00001eb171010	SD
Zm00001eb166260	SD
Zm00001eb343580	SD
Zm00001eb266800	SD
Zm00001eb397950	SD
Zm00001eb031170	SD
Zm00001eb219390	SD
Zm00001eb062180	SD
Zm00001eb010030	SD
Zm00001eb198600	SD
Zm00001eb178710	SD
Zm00001eb299170	SD
Zm00001eb056050	SD
Zm00001eb343620	SD
Zm00001eb421140	SD
Zm00001eb370000	SD
Zm00001eb110250	SD
Zm00001eb281850	SD
Zm00001eb347710	SD
Zm00001eb414030	SD
Zm00001eb044080	SD
Zm00001eb057530	SD
Zm00001eb381470	SD
Zm00001eb328990	SD
Zm00001eb326020	SD
Zm00001eb011780	SD
Zm00001eb162570	SD
Zm00001eb311010	SD
Zm00001eb392850	SD
Zm00001eb175970	SD
Zm00001eb001900	SD
Zm00001eb079310	SD
Zm00001eb217140	SD
Zm00001eb333020	SD
Zm00001eb000540	SD
Zm00001eb194370	SD
Zm00001eb423860	SD
Zm00001eb359720	SD
Zm00001eb052700	SD
Zm00001eb425570	SD
Zm00001eb193680	SD
Zm00001eb135530	SD
Zm00001eb093540	SD
Zm00001eb016770	SD
Zm00001eb296060	SD
Zm00001eb399210	SD
Zm00001eb118030	SD
Zm00001eb101900	SD
Zm00001eb279650	SD
Zm00001eb426740	SD
Zm00001eb073830	SD
Zm00001eb013430	SD
Zm00001eb231230	SD
Zm00001eb367810	SD
Zm00001eb054500	SD
Zm00001eb157530	SD
Zm00001eb230880	SD
Zm00001eb371830	SD
Zm00001eb200170	SD
Zm00001eb147970	SD
Zm00001eb163630	SD
Zm00001eb088080	SD
Zm00001eb351310	SD
Zm00001eb420940	SD
Zm00001eb003900	SD
Zm00001eb216720	SD
Zm00001eb104280	SD
Zm00001eb091270	SD
Zm00001eb226390	SD
Zm00001eb289660	SD
Zm00001eb360020	SD
Zm00001eb194170	SD
Zm00001eb168920	SD
Zm00001eb365420	SD
Zm00001eb367900	SD
Zm00001eb029450	SD
Zm00001eb213240	SD
Zm00001eb192120	SD
Zm00001eb009850	SD
Zm00001eb344300	SD
Zm00001eb303240	SD
Zm00001eb316310	SD
Zm00001eb299090	SD
Zm00001eb199950	SD
Zm00001eb333520	SD
Zm00001eb047110	SD
Zm00001eb229010	SD
Zm00001eb335090	SD
Zm00001eb296070	SD
Zm00001eb209610	SD
Zm00001eb148240	SD
Zm00001eb394270	SD
Zm00001eb070820	SD
Zm00001eb021500	SD
Zm00001eb294110	SD
Zm00001eb078120	SD
Zm00001eb137730	SD
Zm00001eb066690	SD
Zm00001eb236410	SD
Zm00001eb186100	SD
Zm00001eb368420	SD
Zm00001eb129690	SD
Zm00001eb345230	SD
Zm00001eb248730	SD
Zm00001eb007740	SD
Zm00001eb423590	SD
Zm00001eb364100	SD
Zm00001eb227400	SD
Zm00001eb255980	SD
Zm00001eb032330	SD
Zm00001eb255130	SD
Zm00001eb400020	SD
Zm00001eb040250	SD
Zm00001eb233500	SD
Zm00001eb316960	SD
Zm00001eb151430	SD
Zm00001eb074340	SD
Zm00001eb290760	SD
Zm00001eb060440	SD
Zm00001eb022400	SD
Zm00001eb211420	SD
Zm00001eb069350	SD
Zm00001eb195940	SD
Zm00001eb018850	SD
Zm00001eb093890	SD
Zm00001eb222300	SD
Zm00001eb430150	SD
Zm00001eb316100	SD
Zm00001eb321170	SD
Zm00001eb352090	SD
Zm00001eb219330	SD
Zm00001eb337250	SD
Zm00001eb042310	SD
Zm00001eb230310	SD
Zm00001eb061910	SD
Zm00001eb103300	SD
Zm00001eb117480	SD
Zm00001eb085030	SD
Zm00001eb321620	SD
Zm00001eb120630	SD
Zm00001eb205170	SD
Zm00001eb060760	SD
Zm00001eb188080	SD
Zm00001eb046960	SD
Zm00001eb230410	SD
Zm00001eb147940	SD
Zm00001eb042000	SD
Zm00001eb003440	SD
Zm00001eb318940	SD
Zm00001eb422670	SD
Zm00001eb111000	SD
Zm00001eb200900	SD
Zm00001eb428630	SD
Zm00001eb344530	SD
Zm00001eb392750	SD
Zm00001eb149240	SD
Zm00001eb198360	SD
Zm00001eb223070	SD
Zm00001eb330080	SD
Zm00001eb232610	SD
Zm00001eb425150	SD
Zm00001eb146220	SD
Zm00001eb209740	SD
Zm00001eb368640	SD
Zm00001eb217930	SD
Zm00001eb041410	SD
Zm00001eb139890	SD
Zm00001eb362660	SD
Zm00001eb112020	SD
Zm00001eb085630	SD
Zm00001eb394640	SD
Zm00001eb365540	SD
Zm00001eb215870	SD
Zm00001eb382540	SD
Zm00001eb429410	SD
Zm00001eb250520	SD
Zm00001eb117370	SD
Zm00001eb210140	SD
Zm00001eb073590	SD
Zm00001eb024280	SD
Zm00001eb122990	SD
Zm00001eb426510	SD
Zm00001eb422480	SD
Zm00001eb367150	SD
Zm00001eb102920	SD
Zm00001eb129520	SD
Zm00001eb192080	SD
Zm00001eb318560	SD
Zm00001eb434080	SD
Zm00001eb015030	SD
Zm00001eb074590	SD
Zm00001eb321470	SD
Zm00001eb155950	SD
Zm00001eb279130	SD
Zm00001eb091540	SD
Zm00001eb342730	SD
Zm00001eb375010	SD
Zm00001eb167810	SD
Zm00001eb351970	SD
Zm00001eb405000	SD
Zm00001eb408100	SD
Zm00001eb293710	SD
Zm00001eb060580	SD
Zm00001eb060350	SD
Zm00001eb080280	SD
Zm00001eb371740	SD
Zm00001eb016780	SD
Zm00001eb013920	SD
Zm00001eb214920	SD
Zm00001eb034670	SD
Zm00001eb323550	SD
Zm00001eb358750	SD
Zm00001eb394140	SD
Zm00001eb159660	SD
Zm00001eb002250	SD
Zm00001eb254270	SD
Zm00001eb424030	SD
Zm00001eb432300	SD
Zm00001eb050790	SD
Zm00001eb311800	SD
Zm00001eb119120	SD
Zm00001eb103310	SD
Zm00001eb182780	SD
Zm00001eb351350	SD
Zm00001eb238910	SD
Zm00001eb337340	SD
Zm00001eb008450	SD
Zm00001eb428550	SD
Zm00001eb400380	SD
Zm00001eb335570	SD
Zm00001eb375030	SD
Zm00001eb231310	SD
Zm00001eb410070	SD
Zm00001eb368990	SD
Zm00001eb109370	SD
Zm00001eb243380	SD
Zm00001eb369040	SD
Zm00001eb400340	SD
Zm00001eb304710	SD
Zm00001eb150140	SD
Zm00001eb291060	SD
Zm00001eb157000	SD
Zm00001eb337070	SD
Zm00001eb352160	SD
Zm00001eb389420	SD
Zm00001eb297530	SD
Zm00001eb159210	SD
Zm00001eb391500	SD
Zm00001eb104830	SD
Zm00001eb415720	SD
Zm00001eb325750	SD
Zm00001eb371010	SD
Zm00001eb373220	SD
Zm00001eb375200	SD
Zm00001eb358940	SD
Zm00001eb326340	SD
Zm00001eb040240	SD
Zm00001eb003830	SD
Zm00001eb352920	SD
Zm00001eb428080	SD
Zm00001eb295350	SD
Zm00001eb406840	SD
Zm00001eb222980	SD
Zm00001eb431710	SD
Zm00001eb010900	SD
Zm00001eb149300	SD
Zm00001eb064630	SD
Zm00001eb149250	SD
Zm00001eb237120	SD
Zm00001eb153600	SD
Zm00001eb287250	SD
Zm00001eb002010	SD
Zm00001eb227780	SD
Zm00001eb111490	SD
Zm00001eb189950	SD
Zm00001eb156500	SD
Zm00001eb104490	SD
Zm00001eb216890	SD
Zm00001eb428560	SD
Zm00001eb103170	SD
Zm00001eb343030	SD
Zm00001eb331390	SD
Zm00001eb419010	SD
Zm00001eb248870	SD
Zm00001eb149660	SD
Zm00001eb218330	SD
Zm00001eb421980	SD
Zm00001eb390820	SD
Zm00001eb113050	SD
Zm00001eb093410	SD
Zm00001eb110870	SD
Zm00001eb284370	SD
Zm00001eb270890	SD
Zm00001eb185970	SD
Zm00001eb340870	SD
Zm00001eb143970	SD
Zm00001eb367790	SD
Zm00001eb311260	SD
Zm00001eb350790	SD
Zm00001eb091640	SD
Zm00001eb351820	SD
Zm00001eb018960	SD
Zm00001eb314930	SD
Zm00001eb143070	SD
Zm00001eb318330	SD
Zm00001eb067650	SD
Zm00001eb007470	SD
Zm00001eb392980	SD
Zm00001eb304610	SD
Zm00001eb062140	SD
Zm00001eb366970	SD
Zm00001eb321560	SD
Zm00001eb157130	SD
Zm00001eb114320	SD
Zm00001eb258550	SD
Zm00001eb173980	SD
Zm00001eb247310	SD
Zm00001eb367160	SD
Zm00001eb417490	SD
Zm00001eb110660	SD
Zm00001eb216620	SD
Zm00001eb187960	SD
Zm00001eb010500	SD
Zm00001eb251920	SD
Zm00001eb344870	SD
Zm00001eb207790	SD
Zm00001eb163360	SD
Zm00001eb398750	SD
Zm00001eb191110	SD
Zm00001eb288630	SD
Zm00001eb003600	SD
Zm00001eb031650	SD
Zm00001eb058870	SD
Zm00001eb192630	SD
Zm00001eb117900	SD
Zm00001eb401210	SD
Zm00001eb026490	SD
Zm00001eb234750	SD
Zm00001eb057970	SD
Zm00001eb008480	SD
Zm00001eb093390	SD
Zm00001eb002180	SD
Zm00001eb368700	SD
Zm00001eb030050	SD
Zm00001eb146310	SD
Zm00001eb253980	SD
Zm00001eb020040	SD
Zm00001eb283390	SD
Zm00001eb355670	SD
Zm00001eb392120	SD
Zm00001eb395810	SD
Zm00001eb366880	SD
Zm00001eb257440	SD
Zm00001eb235060	SD
Zm00001eb402820	SD
Zm00001eb211410	SD
Zm00001eb158930	SD
Zm00001eb220420	SD
Zm00001eb335930	SD
Zm00001eb362510	SD
Zm00001eb212370	SD
Zm00001eb240130	SD
Zm00001eb146390	SD
Zm00001eb427410	SD
Zm00001eb374640	SD
Zm00001eb047070	SD
Zm00001eb018300	SD
Zm00001eb238710	SD
Zm00001eb297150	SD
Zm00001eb282290	SD
Zm00001eb188880	SD
Zm00001eb176720	SD
Zm00001eb289970	SD
Zm00001eb221860	SD
Zm00001eb011220	SD
Zm00001eb125210	SD
Zm00001eb324690	SD
Zm00001eb344900	SD
Zm00001eb330600	SD
Zm00001eb110640	SD
Zm00001eb222510	SD
Zm00001eb299880	SD
Zm00001eb240210	SD
Zm00001eb332000	SD
Zm00001eb118050	SD
Zm00001eb239680	SD
Zm00001eb278350	SD
Zm00001eb330380	SD
Zm00001eb101670	SD
Zm00001eb029710	SD
Zm00001eb289280	SD
Zm00001eb327800	SD
Zm00001eb045670	SD
Zm00001eb311680	SD
Zm00001eb047310	SD
Zm00001eb359140	SD
Zm00001eb220800	SD
Zm00001eb332380	SD
Zm00001eb366570	SD
Zm00001eb248580	SD
Zm00001eb243590	SD
Zm00001eb186120	SD
Zm00001eb368360	SD
Zm00001eb002530	SD
Zm00001eb374460	SD
Zm00001eb111330	SD
Zm00001eb222690	SD
Zm00001eb074170	SD
Zm00001eb123040	SD
Zm00001eb311860	SD
Zm00001eb147220	SD
Zm00001eb303810	SD
Zm00001eb384810	SD
Zm00001eb194980	SD
Zm00001eb261550	SD
Zm00001eb238540	SD
Zm00001eb061860	SD
Zm00001eb335990	SD
Zm00001eb374450	SD
Zm00001eb202310	SD
Zm00001eb419640	SD
Zm00001eb390540	SD
Zm00001eb399370	SD
Zm00001eb119190	SD
Zm00001eb084590	SD
Zm00001eb397610	SD
Zm00001eb013220	SD
Zm00001eb131130	SD
Zm00001eb248750	SD
Zm00001eb001220	SD
Zm00001eb012540	SD
Zm00001eb405390	SD
Zm00001eb239130	SD
Zm00001eb215540	SD
Zm00001eb400050	SD
Zm00001eb220390	SD
Zm00001eb018030	SD
Zm00001eb011970	SD
Zm00001eb368460	SD
Zm00001eb103130	SD
Zm00001eb329130	SD
Zm00001eb290930	SD
Zm00001eb227200	SD
Zm00001eb103040	SD
Zm00001eb179460	SD
Zm00001eb073480	SD
Zm00001eb128120	SD
Zm00001eb105890	SD
Zm00001eb337520	SD
Zm00001eb218820	SD
Zm00001eb384900	SD
Zm00001eb116470	SD
Zm00001eb250230	SD
Zm00001eb430350	SD
Zm00001eb211770	SD
Zm00001eb006050	SD
Zm00001eb180850	SD
Zm00001eb358560	SD
Zm00001eb039570	SD
Zm00001eb021950	SD
Zm00001eb336530	SD
Zm00001eb295630	SD
Zm00001eb407550	SD
Zm00001eb053650	SD
Zm00001eb001710	SD
Zm00001eb062920	SD
Zm00001eb205760	SD
Zm00001eb433420	SD
Zm00001eb288150	SD
Zm00001eb015820	SD
Zm00001eb079540	SD
Zm00001eb121310	SD
Zm00001eb076990	SD
Zm00001eb005460	SD
Zm00001eb110040	SD
Zm00001eb363280	SD
Zm00001eb278590	SD
Zm00001eb207050	SD
Zm00001eb424960	SD
Zm00001eb315920	SD
Zm00001eb196650	SD
Zm00001eb323520	SD
Zm00001eb336170	SD
Zm00001eb064860	SD
Zm00001eb394210	SD
Zm00001eb216320	SD
Zm00001eb156020	SD
Zm00001eb312250	SD
Zm00001eb074030	SD
Zm00001eb403680	SD
Zm00001eb387770	SD
Zm00001eb253830	SD
Zm00001eb051090	SD
Zm00001eb336460	SD
Zm00001eb127630	SD
Zm00001eb119590	SD
Zm00001eb214390	SD
Zm00001eb216860	SD
Zm00001eb369280	SD
Zm00001eb390490	SD
Zm00001eb363220	SD
Zm00001eb000240	SD
Zm00001eb127430	SD
Zm00001eb122620	SD
Zm00001eb214490	SD
Zm00001eb137710	SD
Zm00001eb195520	SD
Zm00001eb000930	SD
Zm00001eb116440	SD
Zm00001eb330060	SD
Zm00001eb023740	SD
Zm00001eb071500	SD
Zm00001eb257820	SD
Zm00001eb217320	SD
Zm00001eb199570	SD
Zm00001eb339230	SD
Zm00001eb342350	SD
Zm00001eb401030	SD
Zm00001eb374540	SD
Zm00001eb284090	SD
Zm00001eb288710	SD
Zm00001eb325640	SD
Zm00001eb389380	SD
Zm00001eb309780	SD
Zm00001eb079930	SD
Zm00001eb229750	SD
Zm00001eb320800	SD
Zm00001eb244790	SD
Zm00001eb023120	SD
Zm00001eb421700	SD
Zm00001eb359840	SD
Zm00001eb159060	SD
Zm00001eb214410	SD
Zm00001eb182870	SD
Zm00001eb340750	SD
Zm00001eb008360	SD
Zm00001eb399140	SD
Zm00001eb048150	SD
Zm00001eb343290	SD
Zm00001eb296530	SD
Zm00001eb369270	SD
Zm00001eb221610	SD
Zm00001eb326950	SD
Zm00001eb308950	SD
Zm00001eb357710	SD
Zm00001eb402200	SD
Zm00001eb255090	SD
Zm00001eb064210	SD
Zm00001eb105620	SD
Zm00001eb113220	SD
Zm00001eb366580	SD
Zm00001eb021140	SD
Zm00001eb101410	SD
Zm00001eb422950	SD
Zm00001eb343950	SD
Zm00001eb152500	SD
Zm00001eb076810	SD
Zm00001eb337110	SD
Zm00001eb314050	SD
Zm00001eb333350	SD
Zm00001eb037730	SD
Zm00001eb021840	SD
Zm00001eb156560	SD
Zm00001eb318740	SD
Zm00001eb385110	SD
Zm00001eb105490	SD
Zm00001eb247330	SD
Zm00001eb301040	SD
Zm00001eb022440	SD
Zm00001eb370540	SD
Zm00001eb246350	SD
Zm00001eb044350	SD
Zm00001eb125120	SD
Zm00001eb205290	SD
Zm00001eb296290	SD
Zm00001eb157360	SD
Zm00001eb091350	SD
Zm00001eb332020	SD
Zm00001eb170440	SD
Zm00001eb406550	SD
Zm00001eb416690	SD
Zm00001eb058640	SD
Zm00001eb338160	SD
Zm00001eb315910	SD
Zm00001eb408020	SD
Zm00001eb005950	SD
Zm00001eb228760	SD
Zm00001eb145330	SD
Zm00001eb200300	SD
Zm00001eb357700	SD
Zm00001eb391080	SD
Zm00001eb147490	SD
Zm00001eb215750	SD
Zm00001eb139060	SD
Zm00001eb433750	SD
Zm00001eb408350	SD
Zm00001eb148880	SD
Zm00001eb234200	SD
Zm00001eb168910	SD
Zm00001eb430840	SD
Zm00001eb093140	SD
Zm00001eb296230	SD
Zm00001eb359810	SD
Zm00001eb146250	SD
Zm00001eb322690	SD
Zm00001eb192250	SD
Zm00001eb164090	SD
Zm00001eb076420	SD
Zm00001eb335850	SD
Zm00001eb150550	SD
Zm00001eb250680	SD
Zm00001eb428460	SD
Zm00001eb063370	SD
Zm00001eb081130	SD
Zm00001eb079590	SD
Zm00001eb002610	SD
Zm00001eb121400	SD
Zm00001eb332290	SD
Zm00001eb156780	SD
Zm00001eb008310	SD
Zm00001eb220050	SD
Zm00001eb015690	SD
Zm00001eb349160	SD
Zm00001eb302560	SD
Zm00001eb427540	SD
Zm00001eb218720	SD
Zm00001eb289580	SD
Zm00001eb253510	SD
Zm00001eb076850	SD
Zm00001eb273750	SD
Zm00001eb288290	SD
Zm00001eb265610	SD
Zm00001eb213320	SD
Zm00001eb269470	SD
Zm00001eb425160	SD
Zm00001eb364010	SD
Zm00001eb100200	SD
Zm00001eb275410	SD
Zm00001eb091710	SD
Zm00001eb401220	SD
Zm00001eb341180	SD
Zm00001eb367240	SD
Zm00001eb304930	SD
Zm00001eb353560	SD
Zm00001eb173080	SD
Zm00001eb220240	SD
Zm00001eb426980	SD
Zm00001eb172090	SD
Zm00001eb016230	SD
Zm00001eb052770	SD
Zm00001eb097290	SD
Zm00001eb294080	SD
Zm00001eb351950	SD
Zm00001eb360360	SD
Zm00001eb428670	SD
Zm00001eb141160	SD
Zm00001eb344400	SD
Zm00001eb243350	SD
Zm00001eb049000	SD
Zm00001eb210890	SD
Zm00001eb280410	SD
Zm00001eb343770	SD
Zm00001eb210870	SD
Zm00001eb406670	SD
Zm00001eb052530	SD
Zm00001eb293670	SD
Zm00001eb175400	SD
Zm00001eb333440	SD
Zm00001eb337530	SD
Zm00001eb253450	SD
Zm00001eb415960	SD
Zm00001eb364070	SD
Zm00001eb245940	SD
Zm00001eb396470	SD
Zm00001eb352680	SD
Zm00001eb311960	SD
Zm00001eb098540	SD
Zm00001eb233670	SD
Zm00001eb428870	SD
Zm00001eb261300	SD
Zm00001eb269110	SD
Zm00001eb253720	SD
Zm00001eb161220	SD
Zm00001eb179190	SD
Zm00001eb072020	SD
Zm00001eb390580	SD
Zm00001eb230780	SD
Zm00001eb092590	SD
Zm00001eb109290	SD
Zm00001eb151240	SD
Zm00001eb345020	SD
Zm00001eb176710	SD
Zm00001eb030870	SD
Zm00001eb110430	SD
Zm00001eb392190	SD
Zm00001eb018360	SD
Zm00001eb343090	SD
Zm00001eb343160	SD
Zm00001eb100780	SD
Zm00001eb365980	SD
Zm00001eb018730	SD
Zm00001eb106910	SD
Zm00001eb131070	SD
Zm00001eb106040	SD
